season,player_id,first_name,last_name,player_name,position_x,height_wo_shoes,height_wo_shoes_ft_in,height_w_shoes,height_w_shoes_ft_in,weight,wingspan,wingspan_ft_in,standing_reach,standing_reach_ft_in,body_fat_pct,hand_length,hand_width,standing_vertical_leap,max_vertical_leap,lane_agility_time,modified_lane_agility_time,three_quarter_sprint,bench_press,spot_fifteen_corner_left,spot_fifteen_break_left,spot_fifteen_top_key,spot_fifteen_break_right,spot_fifteen_corner_right,spot_college_corner_left,spot_college_break_left,spot_college_top_key,spot_college_break_right,spot_college_corner_right,spot_nba_corner_left,spot_nba_break_left,spot_nba_top_key,spot_nba_break_right,spot_nba_corner_right,off_drib_fifteen_break_left,off_drib_fifteen_top_key,off_drib_fifteen_break_right,off_drib_college_break_left,off_drib_college_top_key,off_drib_college_break_right,on_move_fifteen,on_move_college,person_id,position_y
2018,1628993,Alize,Johnson,Alize Johnson,PF,79.25,6' 7.25'',80.0,6' 8'',216.6,80.75,6' 8.75'',103.0,8' 7'',8.1,8.5,9.75,25.0,31.0,11.83,3.28,3.38,8.0,1-5,3-5,5-5,1-5,2-5,,,,,,2-5,2-5,2-5,3-5,2-5,2-4,3-4,1-4,,,,15-30,,,
2018,1628994,George,King,George King,SF-SG,76.75,6' 4.75'',78.0,6' 6'',218.6,83.5,6' 11.5'',101.5,8' 5.5'',7.25,9.0,10.25,31.0,39.0,10.75,3.08,3.29,15.0,4-5,3-5,4-5,4-5,3-5,,,,,,3-5,1-5,4-5,2-5,2-5,2-4,3-4,3-4,2-4,3-4,2-4,19-28,,1628994.0,Forward-Guard
2018,1628996,Sagaba,Konate,Sagaba Konate,C,78.5,6' 6.5'',79.5,6' 7.5'',246.0,84.0,7' 0'',106.5,8' 10.5'',7.35,9.25,10.0,31.5,35.0,12.28,3.36,3.28,12.0,3-5,4-5,3-5,3-5,3-5,,,,,,3-5,2-5,3-5,0-5,3-5,3-4,2-4,4-4,,,,19-31,,,
2018,1628997,Caleb,Martin,Caleb Martin,SF-SG,76.75,6' 4.75'',78.0,6' 6'',195.8,82.0,6' 10'',101.5,8' 5.5'',7.0,8.5,8.75,29.0,36.5,10.43,2.75,3.26,6.0,4-5,5-5,4-5,3-5,2-5,,,,,,1-5,3-5,3-5,3-5,3-5,2-4,1-4,2-4,2-4,2-4,3-4,20-29,,1628997.0,Forward
2018,1628998,Cody,Martin,Cody Martin,SG-SF,76.75,6' 4.75'',78.0,6' 6'',188.6,82.25,6' 10.25'',102.5,8' 6.5'',5.45,8.5,9.0,29.0,36.5,10.64,3.05,3.09,4.0,1-5,3-5,3-5,3-5,2-5,,,,,,5-5,3-5,1-5,4-5,3-5,2-4,3-4,3-4,3-4,4-4,2-4,19-23,,1628998.0,Forward
2018,1628999,Yante,Maten,Yante Maten,PF-C,79.25,6' 7.25'',80.5,6' 8.5'',246.2,84.5,7' 0.5'',107.5,8' 11.5'',8.1,9.25,10.0,27.0,31.5,11.35,3.13,3.17,18.0,3-5,3-5,2-5,4-5,2-5,,,,,,4-5,3-5,1-5,3-5,3-5,4-8,3-8,5-8,,,,16-27,,1628999.0,Forward
2018,1629000,Brandon,McCoy,Brandon McCoy,C,83.5,6' 11.5'',84.5,7' 0.5'',250.4,86.0,7' 2'',110.5,9' 2.5'',8.7,9.75,9.5,27.5,32.0,11.77,3.31,3.23,9.0,3-4,3-5,2-5,3-5,4-5,,,,,,4-5,4-5,1-5,4-5,1-5,1-4,3-4,2-4,,,,19-28,,,
2018,1629001,DeAnthony,Melton,DeAnthony Melton,SG-PG,74.25,6' 2.25'',75.25,6' 3.25'',193.2,80.5,6' 8.5'',99.5,8' 3.5'',5.2,8.5,9.5,31.0,36.5,11.48,3.33,3.23,1.0,4-5,3-5,5-5,1-5,1-5,,,,,,4-5,3-5,2-5,2-5,3-5,2-4,4-4,3-4,,,,18-29,,1629001.0,Guard
2018,1629002,Chimezie,Metu,Chimezie Metu,PF-C,80.5,6' 8.5'',81.5,6' 9.5'',219.6,84.5,7' 0.5'',108.0,9' 0'',5.05,9.0,9.25,29.5,36.0,11.89,3.25,3.33,5.0,,,,,,3-5,2-5,3-5,2-5,3-5,2-5,3-5,5-5,3-5,3-5,4-4,1-4,1-4,,,,,22-31,1629002.0,Forward-Center
2018,1629003,Shake,Milton,Shake Milton,SG-PG,76.5,6' 4.5'',77.5,6' 5.5'',207.2,84.75,7' 0.75'',99.5,8' 3.5'',6.8,8.75,9.5,30.0,33.0,11.07,3.19,3.25,2.0,,,,,,4-5,2-5,3-5,4-5,2-5,2-5,3-5,3-5,4-5,5-5,3-4,2-4,2-4,1-4,2-4,2-4,20-28,,1629003.0,Guard-Forward
2018,1629004,Sviatoslav,Mykhailiuk,Sviatoslav Mykhailiuk,SG-SF,78.5,6' 6.5'',79.75,6' 7.75'',211.6,76.75,6' 4.75'',100.0,8' 4'',8.45,8.25,9.5,30.5,37.0,11.25,3.18,3.15,4.0,2-5,4-5,2-5,3-5,5-5,,,,,,3-5,4-5,4-5,3-5,4-5,7-8,6-8,5-8,,,,,,1629004.0,Guard-Forward
2018,1629005,Malik,Newman,Malik Newman,SG,74.5,6' 2.5'',75.25,6' 3.25'',189.2,77.5,6' 5.5'',98.5,8' 2.5'',6.25,8.5,9.5,27.5,33.5,10.9,3.18,3.13,,,,,,,,,,,,,,,,,,,,,,,,,1629005.0,Guard
2018,1629006,Josh,Okogie,Josh Okogie,SG,75.0,6' 3'',76.5,6' 4.5'',210.8,84.0,7' 0'',102.0,8' 6'',5.2,9.0,9.75,33.0,42.0,11.08,3.03,3.04,12.0,4-5,5-5,5-5,5-5,4-5,,,,,,3-5,2-5,4-5,4-5,3-5,2-4,4-4,4-4,,,,16-31,,1629006.0,Guard
2018,1629033,Theo,Pinson,Theo Pinson,SG-SF,77.0,6' 5'',78.75,6' 6.75'',211.2,82.75,6' 10.75'',103.5,8' 7.5'',7.35,9.0,9.0,27.0,34.0,11.53,3.11,3.22,7.0,3-5,4-5,5-5,2-5,5-5,,,,,,2-5,3-5,2-5,3-5,4-5,1-4,1-4,1-4,,,,17-35,,1629033.0,Guard-Forward
2018,1629007,Jontay,Porter,Jontay Porter,C-PF,82.0,6' 10'',83.5,6' 11.5'',236.0,84.25,7' 0.25'',109.0,9' 1'',13.85,8.75,9.5,25.5,31.0,11.9,3.07,3.4,9.0,4-5,3-5,4-5,4-5,3-5,,,,,,2-5,5-5,3-5,2-5,4-5,1-4,3-4,3-4,,,,5-10,11-19,1629007.0,Center-Forward
2018,1629009,Billy,Preston,Billy Preston,PF,80.75,6' 8.75'',82.5,6' 10.5'',222.4,86.0,7' 2'',108.0,9' 0'',5.45,9.25,9.5,25.0,33.0,11.26,3.35,3.2,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
2018,1629013,Landry,Shamet,Landry Shamet,PG,76.0,6' 4'',77.25,6' 5.25'',188.6,78.75,6' 6.75'',100.0,8' 4'',4.85,8.0,9.0,31.0,39.5,11.26,3.21,3.11,8.0,4-5,4-5,5-5,4-5,4-5,,,,,,4-5,5-5,3-5,3-5,3-5,3-4,3-4,3-4,,,,26-35,,1629013.0,Guard
2018,1629014,Anfernee,Simons,Anfernee Simons,SG-PG,74.25,6' 2.25'',75.25,6' 3.25'',183.2,81.25,6' 9.25'',99.5,8' 3.5'',7.7,8.75,9.0,32.0,41.5,11.27,3.16,3.1,1.0,,,,,,,,,,,,,,,,,,,,,,,,1629014.0,Guard
2018,1629015,Zhaire,Smith,Zhaire Smith,SF-SG,74.75,6' 2.75'',76.0,6' 4'',198.6,81.75,6' 9.75'',100.0,8' 4'',6.05,8.75,8.25,33.0,41.5,11.02,3.15,3.05,10.0,,,,,,,,,,,,,,,,,,,,,,,,1629015.0,Guard
2018,1629034,Ray,Spalding,Ray Spalding,PF,81.0,6' 9'',82.25,6' 10.25'',215.4,88.75,7' 4.75'',109.0,9' 1'',5.55,9.25,9.0,26.0,32.0,11.48,3.2,3.34,12.0,,,,,,3-5,3-5,4-5,3-5,4-5,4-5,2-5,4-5,3-5,3-5,1-4,1-4,3-4,1-4,3-4,2-4,15-30,,1629034.0,Forward
2018,1629016,Omari,Spellman,Omari Spellman,PF-C,80.0,6' 8'',81.25,6' 9.25'',253.8,86.0,7' 2'',107.5,8' 11.5'',13.75,9.0,9.0,28.5,35.5,12.28,3.35,3.38,8.0,4-5,2-5,4-5,3-5,4-5,,,,,,2-5,4-5,3-5,2-5,2-5,3-4,2-4,1-4,,,,18-30,,1629016.0,Forward
2018,1629017,Khyri,Thomas,Khyri Thomas,SG,74.5,6' 2.5'',75.75,6' 3.75'',198.8,82.5,6' 10.5'',101.0,8' 5'',6.4,8.75,9.25,30.0,35.0,10.96,3.18,3.18,14.0,,,,,,,,,,,,,,,,,,,,,,,,,
2018,1629018,Gary,Trent,Gary Trent,SG,76.25,6' 4.25'',77.75,6' 5.75'',204.2,80.75,6' 8.75'',98.0,8' 2'',7.0,8.5,9.5,33.5,39.5,11.37,2.99,3.12,12.0,1-5,4-5,4-5,3-5,4-5,,,,,,3-5,3-5,5-5,3-5,2-5,4-4,3-4,4-4,,,,18-25,,,
2018,1629019,Allonzo,Trier,Allonzo Trier,SG,75.75,6' 3.75'',77.25,6' 5.25'',198.0,78.75,6' 6.75'',98.0,8' 2'',4.95,8.25,10.5,32.0,40.0,11.02,2.97,3.14,11.0,,,,,,5-5,4-5,4-5,5-5,5-5,4-5,2-5,4-5,4-5,3-5,4-4,1-4,1-4,2-4,4-4,4-4,20-28,,1629019.0,Guard
2018,1629021,Moritz,Wagner,Moritz Wagner,C-PF,82.5,6' 10.5'',83.5,6' 11.5'',241.4,84.0,7' 0'',108.0,9' 0'',6.75,9.0,10.75,27.0,34.0,11.48,3.07,3.18,8.0,,,,,,,,,,,,,,,,,,,,,,,,,
2018,1629022,Lonnie,Walker,Lonnie Walker,SG,75.75,6' 3.75'',76.5,6' 4.5'',196.2,82.25,6' 10.25'',99.5,8' 3.5'',5.65,9.0,9.5,31.5,40.0,10.87,2.91,3.06,12.0,,,,,,,,,,,,,,,,,,,,,,,,1629022.0,Guard-Forward
2018,1629023,PJ,Washington,PJ Washington,PF,78.5,6' 6.5'',80.0,6' 8'',223.0,86.5,7' 2.5'',107.0,8' 11'',6.85,9.0,10.25,27.0,34.0,11.39,3.43,3.2,3.0,3-5,3-5,1-5,1-5,4-5,,,,,,0-5,2-5,4-5,2-5,1-5,1-4,2-4,0-4,,,,20-32,,,
2018,1629024,Austin,Wiley,Austin Wiley,C,80.25,6' 8.25'',82.0,6' 10'',249.4,89.0,7' 5'',111.0,9' 3'',5.0,9.75,10.25,28.0,33.5,12.79,3.27,3.3,14.0,2-5,3-5,3-5,1-5,2-5,,,,,,0-5,2-5,4-5,3-5,1-5,1-4,0-4,1-4,2-4,3-4,3-4,18-29,,,
2018,1629025,Kris,Wilkes,Kris Wilkes,SF,78.5,6' 6.5'',79.5,6' 7.5'',205.0,82.25,6' 10.25'',103.5,8' 7.5'',5.15,8.75,9.25,28.0,35.5,11.29,3.16,3.24,1.0,3-5,4-5,2-5,2-5,3-5,,,,,,4-5,2-5,4-5,1-5,2-5,2-4,1-4,1-4,,,,16-32,,,
2018,1629026,Kenrich,Williams,Kenrich Williams,SF,78.0,6' 6'',79.5,6' 7.5'',200.4,79.25,6' 7.25'',103.5,8' 7.5'',5.95,8.5,9.75,28.0,33.0,10.86,3.28,3.19,14.0,4-5,2-5,3-5,4-5,3-5,,,,,,4-5,1-5,4-5,4-5,1-5,3-8,2-8,2-8,,,,19-29,,,
2019,1629646,Charles,Bassey,Charles Bassey,C,80.75,6' 8.75'',82.0,6' 10'',239.0,87.5,7' 3.5'',109.5,9' 1.5'',8.5,9.25,9.5,29.0,33.0,12.65,3.27,3.53,7.0,4-5,4-5,3-5,4-5,3-5,,,,,,2-5,2-5,3-5,2-5,3-5,1-4,1-4,3-4,,,,23-34,,1629646.0,Center-Forward
2019,1629647,Darius,Bazley,Darius Bazley,PF,79.75,6' 7.75'',81.0,6' 9'',208.4,84.0,7' 0'',107.0,8' 11'',3.6,9.0,9.75,30.5,37.0,11.09,2.95,3.27,4.0,,,,,,4-5,2-5,3-5,1-5,1-5,3-5,2-5,4-5,3-5,4-5,2-4,0-4,2-4,,,,19-31,,1629647.0,Forward
2019,1629648,Jordan,Bone,Jordan Bone,SG,73.5,6' 1.5'',74.75,6' 2.75'',179.0,75.25,6' 3.25'',95.0,7' 11'',5.0,7.5,9.25,36.0,42.5,9.97,2.78,3.08,7.0,,,,,,3-5,4-5,4-5,4-5,5-5,3-5,5-5,5-5,2-5,2-5,3-4,2-4,2-4,,,,21-34,,1629648.0,Guard
2019,1628968,Brian,Bowen II,Brian Bowen II,SF,78.25,6' 6.25'',79.5,6' 7.5'',200.0,82.0,6' 10'',103.0,8' 7'',6.5,8.5,9.75,32.0,35.5,10.98,3.21,3.26,1.0,,,,,,,,,,,,,,,,,,,,,,6-11,,1628968.0,Forward-Guard
2019,1629065,Ky,Bowman,Ky Bowman,PG,73.0,6' 1'',74.25,6' 2.25'',181.2,79.0,6' 7'',98.0,8' 2'',4.9,8.25,9.0,27.5,33.0,11.11,3.11,3.26,4.0,,,,,,3-5,4-5,4-5,5-5,2-5,4-5,2-5,3-5,2-5,3-5,3-4,3-4,1-4,,,,23-36,,1629065.0,Guard
2019,1629649,Ignas,Brazdeikis,Ignas Brazdeikis,SF,77.75,6' 5.75'',79.25,6' 7.25'',220.8,81.25,6' 9.25'',102.0,8' 6'',6.0,8.75,9.5,31.0,36.5,11.06,3.17,3.36,13.0,,,,,,5-5,4-5,4-5,1-5,3-5,4-5,4-5,2-5,4-5,4-5,1-4,2-4,3-4,,,,27-32,,1629649.0,Forward
2019,1629052,O'Shae,Brissett,O'Shae Brissett,SF-PF,79.0,6' 7'',80.0,6' 8'',203.2,84.0,7' 0'',104.0,8' 8'',2.9,9.0,9.5,34.0,37.5,11.3,3.18,3.48,11.0,,,,,,4-5,5-5,3-5,5-5,1-5,0-5,4-5,4-5,4-5,2-5,2-4,3-4,3-4,4-4,3-4,3-4,8-10,8-10,1629052.0,Forward-Guard
2019,1629650,Moses,Brown,Moses Brown,C,85.25,7' 1.25'',86.5,7' 2.5'',237.2,88.75,7' 4.75'',113.0,9' 5'',7.8,9.5,10.25,27.0,31.0,11.95,3.3,3.51,,,,,,,,,,,,,,,,,,,,,,,,,1629650.0,Center
2019,1629634,Brandon,Clarke,Brandon Clarke,SF,79.25,6' 7.25'',80.25,6' 8.25'',207.2,80.25,6' 8.25'',102.0,8' 6'',4.9,8.25,9.5,34.0,40.5,10.61,3.05,3.15,10.0,4-5,4-5,4-5,4-5,2-4,,,,,,2-5,3-5,1-5,3-5,2-5,3-4,2-4,3-4,,,,20-32,,1629634.0,Forward
2019,1629651,Nicolas,Claxton,Nicolas Claxton,C,82.0,6' 10'',83.75,6' 11.75'',216.6,86.5,7' 2.5'',110.0,9' 2'',4.5,9.25,9.5,31.5,36.5,11.26,3.47,3.36,8.0,,,,,,1-5,3-5,5-5,3-5,3-5,2-5,4-5,3-5,2-5,3-5,3-4,3-4,0-4,,,,9-28,,1629651.0,Center
2019,1629076,Tyler,Cook,Tyler Cook,PF,79.25,6' 7.25'',80.75,6' 8.75'',245.4,84.5,7' 0.5'',106.5,8' 10.5'',6.1,9.5,10.75,27.5,32.0,11.32,3.1,3.28,11.0,,,,,,3-5,4-5,3-5,1-5,3-5,3-5,3-5,2-5,3-5,0-5,0-4,2-4,1-4,,,,15-30,,,
2019,1629056,Terence,Davis,Terence Davis,SG,75.0,6' 3'',76.5,6' 4.5'',192.4,80.75,6' 8.75'',101.0,8' 5'',4.1,9.25,10.75,29.5,34.0,10.69,2.96,3.28,13.0,,,,,,5-5,3-5,2-5,3-5,4-5,4-5,3-5,5-5,3-5,4-5,3-4,3-4,2-4,,,,20-33,,1629056.0,Guard
2019,1629652,Luguentz,Dort,Luguentz Dort,PG,74.75,6' 2.75'',76.25,6' 4.25'',222.2,80.5,6' 8.5'',99.5,8' 3.5'',5.0,8.5,9.0,32.5,38.0,10.79,3.13,3.22,14.0,,,,,,,,,,,,,,,,,,,,,,,,1629652.0,Guard
2019,1629653,Devon,Dotson,Devon Dotson,PG,72.0,6' 0'',74.0,6' 2'',178.6,75.25,6' 3.25'',95.5,7' 11.5'',5.9,8.25,9.5,30.0,38.5,10.63,2.8,3.04,7.0,,,,,,1-5,3-5,3-5,3-5,4-5,4-5,3-5,3-5,2-5,3-5,2-4,3-4,1-4,,,,22-32,,1629653.0,Guard
2019,1629654,Carsen,Edwards,Carsen Edwards,PG,70.75,5' 10.75'',72.25,6' 0.25'',199.4,78.0,6' 6'',94.5,7' 10.5'',5.5,8.75,9.0,28.5,34.0,10.53,2.82,3.22,14.0,4-5,4-5,4-5,4-5,5-5,,,,,,4-4,3-5,3-5,3-5,2-5,3-4,3-4,1-4,,,,21-33,,,
2019,1629605,Tacko,Fall,Tacko Fall,C,89.25,7' 5.25'',91.0,7' 7'',288.8,98.25,8' 2.25'',122.5,10' 2.5'',6.8,10.5,10.5,22.0,26.5,13.01,3.46,3.78,8.0,,,,,,0-5,1-5,0-5,2-5,1-5,1-5,0-5,1-5,1-5,0-5,2-4,2-4,0-4,,,,19-32,,1629605.0,Center
2019,1628981,Bruno,Fernando,Bruno Fernando,C,80.75,6' 8.75'',82.25,6' 10.25'',237.0,87.25,7' 3.25'',110.0,9' 2'',5.4,9.25,10.0,29.5,33.5,11.29,3.05,3.21,13.0,,,,,,,,,,,,,,,,,,,,,,22-31,,1628981.0,Forward-Center
2019,1629655,Daniel,Gafford,Daniel Gafford,PF,81.25,6' 9.25'',82.5,6' 10.5'',237.6,86.5,7' 2.25'',110.0,9' 2'',5.9,9.25,9.25,32.5,36.5,11.61,3.19,3.25,5.0,,,,,,,,,,,,,,,,,,,,,,,,1629655.0,Forward-Center
2019,1629656,Quentin,Grimes,Quentin Grimes,SG,76.0,6' 4'',77.25,6' 5.25'',209.6,79.75,6' 7.75'',100.5,8' 4.5'',8.4,8.25,10.0,27.5,36.0,10.83,3.28,3.2,6.0,,,,,,4-5,2-5,3-5,4-5,3-5,3-5,4-5,2-5,3-5,4-5,3-4,3-4,3-4,3-4,3-4,1-4,6-10,7-10,1629656.0,Guard
2019,1629657,Kyle,Guy,Kyle Guy,SG,72.75,6' 0.75'',74.25,6' 2.25'',167.8,76.5,6' 4.5'',95.5,7' 11.5'',5.7,8.0,8.75,30.5,36.5,10.48,3.07,3.27,4.0,,,,,,4-5,5-5,2-5,5-5,4-5,4-5,4-5,3-5,5-5,4-5,2-4,2-4,4-4,,,,23-39,,,
2019,1628986,Jaylen,Hands,Jaylen Hands,PG,73.5,6' 1.5'',75.0,6' 3'',180.4,77.5,6' 5.5'',97.0,8' 1'',5.1,8.0,8.25,33.0,41.5,10.73,3.03,3.12,6.0,,,,,,3-5,4-5,3-5,4-5,3-5,2-5,2-5,4-5,4-5,3-5,,,,3-4,2-4,1-4,22-32,,,
2019,1629607,Jared,Harper,Jared Harper,PG,69.75,5' 9.75'',71.0,5' 11'',169.2,77.5,6' 5.5'',94.0,7' 10'',3.9,8.25,9.5,33.5,40.5,10.77,3.02,3.04,8.0,,,,,,4-5,5-5,4-5,3-5,5-5,5-5,4-5,4-5,4-5,4-5,0-4,2-4,2-4,,,,17-30,,1629607.0,Guard
2019,1629637,Jaxson,Hayes,Jaxson Hayes,PF,82.25,6' 10.25'',83.5,6' 11.5'',218.6,87.5,7' 3.5'',110.5,9' 2.5'',5.0,9.25,10.5,27.0,34.5,11.74,3.23,3.37,5.0,,,,,,,,,,,,,,,,,,,,,,,,1629637.0,Center-Forward
2019,1629608,Dewan,Hernandez,Dewan Hernandez,C,81.0,6' 9'',82.25,6' 10.25'',232.8,85.75,7' 1.75'',107.0,8' 11'',6.1,9.5,10.25,30.5,35.5,11.46,3.25,3.28,13.0,,,,,,3-5,3-5,1-5,2-5,4-5,3-5,1-5,3-5,4-5,2-5,3-4,2-4,3-4,3-4,2-4,2-4,5-12,8-12,1629608.0,Center-Forward
2019,1629658,Jalen,Hoard,Jalen Hoard,PF,79.25,6' 7.25'',81.0,6' 9'',212.6,84.75,7' 0.75'',105.5,8' 9.5'',6.7,8.75,9.75,27.5,35.5,11.44,3.32,3.34,8.0,,,,,,2-5,1-5,3-5,4-5,0-5,4-5,3-5,2-5,2-5,3-5,3-4,2-4,1-4,,,,19-30,,1629658.0,Forward
2019,1629659,Talen,Horton-Tucker,Talen Horton-Tucker,SG,74.5,6' 2.5'',76.0,6' 4'',235.4,85.25,7' 1.25'',103.0,8' 7'',8.4,9.5,9.75,26.0,34.5,11.34,3.43,3.34,10.0,,,,,,,,,,,,,,,,,,,,,,,,1629659.0,Guard
2019,1629660,Ty,Jerome,Ty Jerome,PG,76.25,6' 4.25'',77.5,6' 5.5'',194.4,76.0,6' 4'',98.0,8' 2'',6.5,8.25,9.5,26.0,31.5,11.21,3.12,3.4,2.0,,,,,,,,,,,,,,,,,,,,,,,,1629660.0,Guard-Forward
2019,1629661,Cameron,Johnson,Cameron Johnson,SG,79.0,6' 7'',80.5,6' 8.5'',205.2,82.0,6' 10'',103.0,8' 7'',5.8,8.0,8.5,30.5,36.5,10.52,3.28,3.26,,,,,,,,,,,,,,,,,,,,,,,,,1629661.0,Forward
2019,1629662,Mfiondu,Kabengele,Mfiondu Kabengele,PF,80.75,6' 8.75'',82.25,6' 10.25'',256.2,87.0,7' 3'',109.5,9' 1.5'',5.1,9.25,10.75,28.0,35.5,11.21,3.3,3.25,6.0,2-3,5-5,3-5,2-5,4-5,,,,,,5-5,4-5,2-5,3-5,3-5,1-4,2-4,4-4,,,,22-32,,,
2019,1629663,Louis,King,Louis King,SF,78.75,6' 6.75'',80.0,6' 8'',195.2,84.25,7' 0.25'',104.5,8' 8.5'',4.8,8.0,8.5,29.0,33.0,10.99,3.05,3.28,0.0,,,,,,3-5,5-5,3-5,3-5,3-5,4-5,2-5,2-5,3-5,3-5,3-4,2-4,3-4,,,,20-29,,1629663.0,Forward
2019,1629664,Dedric,Lawson,Dedric Lawson,PF,79.0,6' 7'',80.5,6' 8.5'',233.0,86.25,7' 2.25'',107.5,8' 11.5'',8.9,9.75,9.75,23.5,26.0,11.8,3.54,3.6,10.0,,,,,,1-5,5-5,4-5,1-5,5-5,2-5,1-5,3-5,2-5,2-5,,,,3-4,1-4,2-4,21-31,,,
2019,1629665,Jalen,Lecque,Jalen Lecque,PG,74.5,6' 2.5'',76.25,6' 4.25'',185.2,80.5,6' 8.5'',98.5,8' 2.5'',4.0,8.75,8.5,35.0,43.0,11.09,3.3,3.29,1.0,,,,,,,,,,,,,,,,,,,,,,,,1629665.0,Guard
2019,1629642,Nassir,Little,Nassir Little,SF,76.5,6' 4.5'',78.0,6' 6'',224.2,85.25,7' 1.25'',104.5,8' 8.5'',5.9,8.75,10.0,31.0,38.5,12.15,3.1,3.24,5.0,,5-5,2-5,3-5,5-5,,,,,,4-5,3-5,4-5,1-5,2-5,0-4,2-4,2-4,,,,8-10,6-9,1629642.0,Forward-Guard
2019,1629611,Terance,Mann,Terance Mann,SG-SF,76.75,6' 4.75'',78.5,6' 6.5'',204.6,79.75,6' 7.75'',101.0,8' 5'',4.0,9.5,9.25,32.5,38.5,11.51,3.14,3.3,6.0,,,,,,2-5,5-5,3-5,3-5,4-5,2-5,1-5,1-5,2-5,4-5,1-4,3-4,2-4,,,,20-31,,1629611.0,Guard-Forward
2019,1628998,Cody,Martin,Cody Martin,PG-SG,76.75,6' 4.75'',77.5,6' 5.5'',192.2,82.25,6' 10.25'',102.5,8' 6.5'',5.0,8.25,9.0,28.0,35.5,10.44,2.99,3.32,7.0,,,,,,3-5,4-5,4-5,3-5,3-5,2-5,3-5,4-5,4-5,3-5,2-4,3-4,2-4,,,,18-31,,1628998.0,Forward
2019,1629666,Charles,Matthews,Charles Matthews,SG,77.0,6' 5'',78.25,6' 6.25'',194.8,81.5,6' 9.5'',103.0,8' 7'',3.8,8.5,8.75,29.5,37.5,11.26,3.24,3.38,9.0,,,,,,0-5,3-5,4-6,4-6,4-5,1-5,2-5,2-5,2-5,1-5,1-4,1-4,2-4,,,,17-28,,,
2019,1629667,Jalen,McDaniels,Jalen McDaniels,SF,80.25,6' 8.25'',81.75,6' 9.75'',191.6,84.25,7' 0.25'',105.5,8' 9.5'',5.7,9.0,10.0,29.5,33.5,11.54,3.23,3.32,0.0,,,,,,4-5,3-6,4-5,1-5,3-5,2-5,5-6,2-5,3-6,1-5,3-4,2-4,2-4,,,,20-30,,1629667.0,Forward-Center
2019,1629668,Zach,Norvell Jr.,Zach Norvell Jr.,SG,76.5,6' 4.5'',77.5,6' 5.5'',206.4,78.0,6' 6'',101.0,8' 5'',7.5,8.5,9.5,24.0,30.0,11.6,3.34,3.43,,,,,,,3-5,2-5,2-5,4-5,3-5,2-5,5-5,2-5,5-5,5-5,,,,3-4,2-4,1-4,23-32,,,
2019,1629669,Jaylen,Nowell,Jaylen Nowell,SG,75.25,6' 3.25'',76.25,6' 4.25'',202.4,79.25,6' 7.25'',98.0,8' 2'',6.1,8.25,8.5,32.0,38.5,10.76,3.13,3.23,2.0,,,,,,2-4,1-5,5-5,3-5,4-5,2-4,2-5,3-5,2-5,0-5,3-4,3-4,3-4,,,,24-29,,1629669.0,Guard
2019,1629644,KZ,Okpala,KZ Okpala,SF,79.25,6' 7.25'',81.5,6' 9.5'',209.6,85.75,7' 1.75'',106.5,8' 10.5'',4.6,9.25,9.25,30.5,37.0,10.88,3.13,3.38,9.0,,,,,,,,,,,,,,,,,,,,,,,,1629644.0,Forward-Guard
2019,1629671,Miye,Oni,Miye Oni,SG,76.25,6' 4.25'',77.75,6' 5.75'',205.6,82.75,6' 10.75'',100.5,8' 4.5'',4.9,9.0,10.0,30.5,38.5,11.71,3.12,3.17,19.0,,,,,,4-5,3-5,4-5,5-5,3-5,2-5,1-5,5-5,3-5,4-5,4-4,3-4,2-4,,,,19-31,,1629671.0,Guard-Forward
2019,1629672,Eric,Paschall,Eric Paschall,SF,78.0,6' 6'',79.25,6' 7.25'',254.4,87.75,6' 11.75'',103.5,8' 7.5'',6.3,9.0,9.5,33.0,38.0,11.63,3.26,3.3,18.0,,,,,,,,,,,,,,,,,,,,,,,,1629672.0,Forward
2019,1629617,Reggie,Perry,Reggie Perry,SF-PF,80.0,6' 8'',81.25,6' 9.25'',250.8,84.5,7' 0.5'',106.0,8' 10'',6.7,9.0,10.0,28.5,31.5,12.46,3.4,3.3,15.0,,,,,,4-5,1-5,3-5,2-5,2-5,1-5,4-5,2-5,2-5,4-5,3-4,1-4,4-4,,,,10-28,,1629617.0,Forward-Center
2019,1629044,Shamorie,Ponds,Shamorie Ponds,PG,71.5,5' 11.5'',72.5,6' 0.5'',180.0,75.5,6' 3.5'',96.5,8' 0.5'',9.8,7.75,8.0,29.0,37.0,11.01,3.07,3.2,0.0,,,,,,1-5,2-5,4-5,5-5,3-5,2-5,1-5,5-5,4-5,4-5,1-4,3-4,3-4,,,,25-36,,1629044.0,Guard
2019,1629673,Jordan,Poole,Jordan Poole,SG,75.5,6' 3.5'',77.5,6' 5.5'',190.8,78.75,6' 6.75'',99.5,8' 3.5'',7.5,8.25,8.5,28.0,35.5,10.59,3.14,3.27,,3-5,5-5,3-5,5-5,2-5,,,,,,3-5,4-5,4-5,4-5,5-5,1-4,1-4,3-4,,,,23-34,,1629673.0,Guard
2019,1629645,Kevin,Porter Jr.,Kevin Porter Jr.,SG,76.0,6' 4'',77.5,6' 5.5'',212.6,81.0,6' 9'',103.0,8' 7'',5.1,8.75,8.75,27.0,34.0,10.82,3.03,3.14,2.0,,,,,,,,,,,,,,,,,,,,,,,,1629645.0,Guard-Forward
